CustomerID,Frequency,LastPurchase,Monetary,Recency,Segment
CUST01571,3,2024-03-27,1340,279,Medium Value
CUST01572,3,2024-08-11,565,142,Medium Value
CUST01573,5,2024-11-14,1760,47,Medium Value
CUST01574,6,2024-07-07,1410,177,Medium Value
CUST01575,5,2024-08-07,1050,146,Medium Value
CUST01576,5,2023-10-05,3575,453,High Value
CUST01577,1,2023-07-25,550,525,Low Value
CUST01578,4,2024-01-01,4455,365,Medium Value
CUST01579,3,2024-01-19,630,347,Medium Value
CUST01580,4,2024-07-21,1335,163,Medium Value
CUST01581,5,2024-11-09,630,52,Medium Value
CUST01582,2,2022-08-17,105,867,Low Value
CUST01583,4,2024-10-12,6750,80,Medium Value
CUST01584,3,2023-07-03,190,547,Medium Value
CUST01585,1,2022-02-27,20,1038,Low Value
CUST01586,1,2023-05-01,100,610,Low Value
CUST01587,3,2024-12-05,1355,26,Medium Value
CUST01588,4,2024-04-22,2205,253,Medium Value
CUST01589,3,2023-10-14,640,444,Medium Value
CUST01590,1,2024-11-23,220,38,Low Value
CUST01591,3,2024-10-11,705,81,Medium Value
CUST01592,4,2024-11-09,2510,52,Medium Value
CUST01593,2,2024-10-27,255,65,Low Value
CUST01594,1,2023-02-13,30,687,Low Value
CUST01595,3,2024-09-22,545,100,Medium Value
CUST01596,5,2024-06-26,2260,188,Medium Value
CUST01597,5,2024-10-06,2910,86,High Value
CUST01598,1,2023-11-18,2000,409,Medium Value
CUST01599,4,2023-12-08,3395,389,Medium Value
CUST01600,4,2023-02-08,4230,692,Medium Value
CUST01601,4,2023-10-21,1800,437,Medium Value
CUST01602,1,2022-07-29,100,886,Low Value
CUST01603,2,2024-11-17,3305,44,Medium Value
CUST01604,3,2024-10-02,460,90,Medium Value
CUST01605,4,2024-11-01,3065,60,Medium Value
CUST01606,1,2024-08-07,30,146,Low Value
CUST01607,2,2024-10-31,320,61,Low Value
CUST01608,2,2024-07-21,590,163,Low Value
CUST01609,3,2024-10-04,1950,88,Medium Value
CUST01610,3,2023-10-17,625,441,Medium Value
CUST01611,5,2024-04-16,2370,259,Medium Value
CUST01612,3,2024-10-22,395,70,Medium Value
CUST01613,3,2024-08-02,135,151,Medium Value
CUST01614,2,2023-12-07,2460,390,Medium Value
CUST01615,3,2023-11-27,775,400,Medium Value
CUST01616,1,2024-02-24,270,311,Low Value
CUST01617,1,2024-10-23,90,69,Low Value
CUST01618,3,2024-08-30,2090,123,Medium Value
CUST01619,5,2024-07-05,745,179,Medium Value
CUST01620,2,2024-06-24,500,190,Low Value
CUST01621,3,2023-05-20,1595,591,Medium Value
CUST01622,5,2024-11-28,3640,33,High Value
CUST01623,4,2024-10-11,480,81,Medium Value
CUST01625,4,2024-10-20,3480,72,Medium Value
CUST01626,1,2024-07-16,750,168,Low Value
CUST01627,3,2024-12-01,425,30,Medium Value
CUST01628,2,2022-12-26,160,736,Low Value
CUST01630,1,2024-06-03,3200,211,Medium Value
CUST01631,5,2024-02-18,2090,317,Medium Value
CUST01632,5,2024-08-17,4455,136,High Value
CUST01633,7,2024-02-25,5675,310,High Value
CUST01635,3,2024-04-05,295,270,Medium Value
CUST01636,3,2024-01-03,525,363,Medium Value
CUST01637,5,2024-07-18,1040,166,Medium Value
CUST01638,2,2024-11-01,205,60,Low Value
CUST01640,2,2024-10-24,250,68,Low Value
CUST01641,4,2023-03-05,1890,667,Medium Value
CUST01642,1,2022-11-12,2500,780,Medium Value
CUST01643,4,2024-06-08,2185,206,Medium Value
CUST01644,3,2024-07-28,430,156,Medium Value
CUST01645,5,2024-04-29,700,246,Medium Value
CUST01646,5,2024-07-29,1215,155,Medium Value
CUST01647,2,2024-01-05,290,361,Low Value
CUST01648,3,2024-04-19,5085,256,Medium Value
CUST01649,1,2024-04-23,600,252,Low Value
CUST01650,3,2023-06-24,1545,556,Medium Value
CUST01651,3,2024-05-10,2490,235,Medium Value
CUST01652,1,2024-09-19,80,103,Low Value
CUST01653,8,2024-12-02,5545,29,High Value
CUST01654,8,2024-11-13,4970,48,High Value
CUST01655,3,2024-11-16,2240,45,Medium Value
CUST01656,4,2024-06-17,530,197,Medium Value
CUST01657,2,2023-10-22,330,436,Low Value
CUST01658,2,2024-05-18,1150,227,Low Value
CUST01659,3,2024-04-13,670,262,Medium Value
CUST01660,2,2023-07-31,4940,519,Medium Value
CUST01661,2,2024-03-23,575,283,Low Value
CUST01662,3,2024-06-14,1505,200,Medium Value
CUST01663,3,2024-06-26,575,188,Medium Value
CUST01664,2,2023-11-05,295,422,Low Value
CUST01665,3,2023-11-07,1095,420,Medium Value
CUST01666,4,2024-07-09,545,175,Medium Value
CUST01667,3,2024-06-11,845,203,Medium Value
CUST01668,3,2023-10-02,2590,456,Medium Value
CUST01669,3,2023-07-27,955,523,Medium Value
CUST01670,5,2024-07-26,2470,158,Medium Value
CUST01671,3,2024-03-08,1015,298,Medium Value
CUST01672,2,2023-06-23,180,557,Low Value
CUST01673,3,2023-07-23,1740,527,Medium Value
CUST01674,2,2024-12-20,6550,11,Medium Value
CUST01675,4,2024-09-01,3050,121,Medium Value
CUST01676,1,2024-05-24,440,221,Low Value
CUST01677,3,2024-02-01,1540,334,Medium Value
CUST01678,2,2023-08-07,1620,512,Medium Value
CUST01679,2,2024-05-26,1620,219,Medium Value
CUST01680,4,2024-05-30,4210,215,Medium Value
CUST01681,3,2024-07-22,600,162,Medium Value
CUST01682,5,2024-06-30,3730,184,High Value
CUST01683,2,2023-10-13,2110,445,Medium Value
CUST01684,3,2023-09-19,2920,469,Medium Value
CUST01685,3,2023-06-06,170,574,Medium Value
CUST01686,3,2023-08-16,1475,503,Medium Value
CUST01687,3,2023-03-11,3160,661,Medium Value
CUST01688,3,2023-12-06,900,391,Medium Value
CUST01689,3,2024-04-26,555,249,Medium Value
CUST01690,4,2024-05-27,1540,218,Medium Value
CUST01691,2,2023-06-11,1435,569,Medium Value
CUST01692,3,2024-05-05,2600,240,Medium Value
CUST01693,3,2023-08-10,270,509,Medium Value
CUST01694,2,2023-10-04,470,454,Low Value
CUST01695,3,2024-09-29,710,93,Medium Value
CUST01696,4,2024-05-15,910,230,Medium Value
CUST01697,3,2024-05-31,630,214,Medium Value
CUST01698,5,2024-10-28,840,64,Medium Value
CUST01699,1,2023-10-31,220,427,Low Value
CUST01700,3,2024-08-02,1250,151,Medium Value
CUST01701,5,2024-04-30,2885,245,High Value
CUST01704,2,2024-04-08,190,267,Low Value
CUST01705,3,2023-12-09,1800,388,Medium Value
CUST01706,2,2024-09-09,1175,113,Low Value
CUST01707,2,2024-05-05,4450,240,Medium Value
CUST01708,6,2024-09-15,2405,107,Medium Value
CUST01709,1,2024-06-07,100,207,Low Value
CUST01710,3,2023-04-07,520,634,Medium Value
CUST01711,3,2023-10-02,1370,456,Medium Value
CUST01712,4,2024-10-24,1370,68,Medium Value
CUST01713,5,2024-11-23,560,38,Medium Value
CUST01714,3,2023-07-26,2220,524,Medium Value
CUST01715,2,2024-09-02,2900,120,Medium Value
CUST01716,6,2024-11-18,3755,43,High Value
CUST01717,3,2024-06-20,670,194,Medium Value
CUST01718,1,2023-10-24,400,434,Low Value
CUST01719,2,2024-04-07,2000,268,Medium Value
CUST01720,1,2024-06-15,250,199,Low Value
CUST01721,3,2022-07-04,2790,911,Medium Value
CUST01722,1,2023-04-24,700,617,Low Value
CUST01723,1,2023-07-10,225,540,Low Value
CUST01724,5,2024-02-04,7010,331,High Value
CUST01725,6,2024-06-18,6870,196,High Value
CUST01726,4,2024-10-20,2750,72,Medium Value
CUST01728,1,2023-03-16,600,656,Low Value
CUST01729,2,2024-10-15,3300,77,Medium Value
CUST01730,1,2023-02-01,220,699,Low Value
CUST01731,5,2024-07-26,2570,158,Medium Value
CUST01732,3,2022-11-14,1255,778,Medium Value
CUST01733,6,2024-10-04,2790,88,High Value
CUST01734,2,2024-04-08,1040,267,Low Value
CUST01736,4,2024-10-05,1370,87,Medium Value
CUST01737,3,2024-05-12,1645,233,Medium Value
CUST01738,2,2024-10-01,295,91,Low Value
CUST01739,6,2024-05-28,4600,217,High Value
CUST01740,2,2023-03-16,1140,656,Low Value
CUST01741,6,2024-07-29,8400,155,High Value
CUST01742,3,2023-01-03,440,728,Medium Value
CUST01743,4,2023-12-31,2395,366,Medium Value
CUST01744,4,2024-07-19,2660,165,Medium Value
CUST01745,5,2024-09-23,2230,99,Medium Value
CUST01746,1,2022-11-11,2000,781,Medium Value
CUST01747,1,2024-04-18,180,257,Low Value
CUST01748,5,2024-11-24,705,37,Medium Value
CUST01749,3,2024-12-21,5110,10,Medium Value
CUST01750,3,2023-05-31,575,580,Medium Value
CUST01751,4,2024-05-10,9780,235,Medium Value
CUST01752,4,2024-04-21,915,254,Medium Value
CUST01753,6,2024-11-21,2200,40,Medium Value
CUST01754,3,2022-09-25,575,828,Medium Value
CUST01755,1,2022-03-19,25,1018,Low Value
CUST01756,3,2024-09-17,4120,105,Medium Value
CUST01757,4,2023-07-03,1940,547,Medium Value
CUST01758,2,2023-04-12,2460,629,Medium Value
CUST01759,3,2023-08-26,3750,493,Medium Value
CUST01760,3,2024-12-31,850,0,Medium Value
CUST01761,3,2023-11-11,3550,416,Medium Value
CUST01762,8,2024-10-15,4490,77,High Value
CUST01763,5,2024-10-11,1035,81,Medium Value
CUST01764,3,2024-12-02,1270,29,Medium Value
CUST01765,4,2024-11-13,750,48,Medium Value
CUST01766,3,2024-02-27,535,308,Medium Value
CUST01767,4,2024-06-10,2750,204,Medium Value
CUST01768,4,2024-09-20,5180,102,Medium Value
CUST01770,6,2024-04-25,1115,250,Medium Value
CUST01771,5,2023-09-25,1865,463,Medium Value
CUST01772,5,2024-11-09,3440,52,High Value
CUST01773,5,2024-11-27,4420,34,High Value
CUST01774,7,2024-10-28,7105,64,High Value
CUST01775,2,2024-04-11,455,264,Low Value
CUST01776,3,2023-08-12,3660,507,Medium Value
CUST01777,5,2024-09-30,1495,92,Medium Value
CUST01778,2,2024-10-13,220,79,Low Value
CUST01779,3,2023-09-30,5400,458,Medium Value
CUST01780,1,2023-01-11,60,720,Low Value
CUST01783,3,2024-07-26,4430,158,Medium Value
CUST01784,2,2024-09-24,1400,98,Medium Value
CUST01785,1,2022-04-03,3200,1003,Medium Value
CUST01786,4,2024-09-22,345,100,Medium Value
CUST01787,5,2024-04-04,1640,271,Medium Value
CUST01788,8,2024-07-26,5705,158,High Value
CUST01789,4,2024-03-23,7560,283,Medium Value
CUST01790,2,2024-11-13,900,48,Low Value
CUST01791,3,2022-12-10,1050,752,Medium Value
CUST01792,3,2024-12-19,2405,12,Medium Value
CUST01793,4,2024-11-18,1845,43,Medium Value
CUST01794,4,2024-04-25,1205,250,Medium Value
CUST01795,1,2022-07-25,240,890,Low Value
CUST01796,3,2024-05-18,1530,227,Medium Value
CUST01797,3,2024-10-13,1710,79,Medium Value
CUST01798,2,2024-09-10,1230,112,Low Value
CUST01799,2,2022-07-10,2580,905,Medium Value
CUST01800,3,2024-09-28,1110,94,Medium Value
CUST01801,7,2024-11-01,5375,60,High Value
CUST01802,5,2024-09-05,6805,117,High Value
CUST01803,3,2024-11-15,800,46,Medium Value
CUST01804,3,2024-05-06,405,239,Medium Value
CUST01805,7,2024-11-11,2070,50,Medium Value
CUST01806,4,2024-04-14,1910,261,Medium Value
CUST01807,3,2023-12-15,420,382,Medium Value
CUST01808,3,2024-10-11,295,81,Medium Value
CUST01809,2,2023-03-05,135,667,Low Value
CUST01810,6,2024-05-11,4230,234,High Value
CUST01811,2,2023-04-03,200,638,Low Value
CUST01812,7,2024-12-10,2995,21,High Value
CUST01813,1,2022-03-22,300,1015,Low Value
CUST01814,3,2024-05-02,585,243,Medium Value
CUST01815,2,2024-01-15,550,351,Low Value
CUST01816,1,2022-08-15,360,869,Low Value
CUST01817,3,2024-09-10,2540,112,Medium Value
CUST01818,4,2024-08-25,5680,128,Medium Value
CUST01819,2,2023-09-28,1635,460,Medium Value
CUST01820,2,2023-01-05,380,726,Low Value
CUST01821,2,2024-05-23,2520,222,Medium Value
CUST01822,3,2024-01-30,2715,336,Medium Value
CUST01823,3,2024-03-23,510,283,Medium Value
CUST01824,7,2024-12-22,2395,9,Medium Value
CUST01825,1,2024-12-19,110,12,Low Value
CUST01826,5,2024-12-23,320,8,Medium Value
CUST01827,1,2024-10-29,110,63,Low Value
CUST01828,3,2024-08-29,275,124,Medium Value
CUST01829,2,2022-04-17,380,989,Low Value
CUST01831,6,2024-12-07,3915,24,High Value
CUST01832,3,2023-06-07,2850,573,Medium Value
CUST01833,2,2024-01-23,1105,343,Low Value
CUST01834,2,2024-12-03,1100,28,Low Value
CUST01835,1,2022-06-02,450,943,Low Value
CUST01836,4,2024-02-20,1990,315,Medium Value
CUST01837,1,2024-05-25,120,220,Low Value
CUST01838,3,2022-12-27,190,735,Medium Value
CUST01839,1,2024-12-16,225,15,Low Value
CUST01840,2,2024-09-04,6035,118,Medium Value
CUST01841,4,2024-09-30,4905,92,Medium Value
CUST01842,2,2024-08-20,2425,133,Medium Value
CUST01843,3,2022-11-07,660,785,Medium Value
CUST01844,7,2024-10-19,1515,73,Medium Value
CUST01845,2,2024-03-07,2080,299,Medium Value
CUST01846,2,2024-07-11,3000,173,Medium Value
CUST01847,3,2024-07-21,3220,163,Medium Value
CUST01848,6,2024-04-03,5505,272,High Value
CUST01849,6,2023-08-15,6875,504,High Value
CUST01850,3,2024-01-04,1635,362,Medium Value
CUST01851,6,2024-10-01,11325,91,High Value
CUST01852,6,2024-09-23,2855,99,High Value
CUST01853,4,2024-12-03,4120,28,Medium Value
CUST01854,3,2024-05-09,560,236,Medium Value
CUST01855,3,2024-04-29,420,246,Medium Value
CUST01856,3,2024-07-10,1040,174,Medium Value
CUST01858,5,2024-06-17,1845,197,Medium Value
CUST01859,2,2024-01-04,1300,362,Medium Value
CUST01860,5,2024-09-15,4655,107,High Value
CUST01861,6,2024-12-29,3275,2,High Value
CUST01862,3,2023-10-31,3520,427,Medium Value
CUST01863,3,2024-09-08,285,114,Medium Value
CUST01864,2,2024-03-17,445,289,Low Value
CUST01865,6,2023-10-12,1850,446,Medium Value
CUST01866,4,2023-11-02,2415,425,Medium Value
CUST01867,3,2024-11-15,345,46,Medium Value
CUST01868,3,2024-12-10,315,21,Medium Value
CUST01869,1,2024-08-04,225,149,Low Value
CUST01870,2,2024-09-22,195,100,Low Value
CUST01871,4,2024-12-14,5280,17,Medium Value
CUST01872,3,2024-08-05,890,148,Medium Value
CUST01873,1,2024-02-24,60,311,Low Value
CUST01874,1,2023-09-25,750,463,Low Value
CUST01875,4,2024-08-01,1140,152,Medium Value
CUST01876,1,2023-09-21,440,467,Low Value
CUST01877,4,2024-09-21,3160,101,Medium Value
CUST01878,1,2023-03-08,120,664,Low Value
CUST01879,3,2024-10-16,1720,76,Medium Value
CUST01880,4,2024-10-25,1795,67,Medium Value
CUST01881,3,2023-08-10,945,509,Medium Value
CUST01882,5,2024-04-26,815,249,Medium Value
CUST01883,2,2023-05-30,1500,581,Medium Value
CUST01884,2,2024-12-01,1300,30,Medium Value
CUST01885,6,2024-02-13,1025,322,Medium Value
CUST01886,4,2024-10-09,1680,83,Medium Value
CUST01887,5,2024-10-05,3530,87,High Value
CUST01888,3,2024-02-05,1620,330,Medium Value
CUST01889,4,2024-06-26,670,188,Medium Value
CUST01890,2,2024-10-16,2560,76,Medium Value
CUST01891,4,2024-11-26,580,35,Medium Value
CUST01892,7,2024-12-30,2800,1,High Value
CUST01893,4,2024-09-08,8175,114,Medium Value
CUST01894,1,2022-03-07,105,1030,Low Value
CUST01895,1,2024-11-09,35,52,Low Value
CUST01896,6,2024-09-21,4955,101,High Value
CUST01897,5,2024-03-15,7995,291,High Value
CUST01898,4,2024-11-05,1320,56,Medium Value
CUST01900,4,2024-12-12,1270,19,Medium Value
CUST01901,1,2023-04-09,220,632,Low Value
CUST01902,1,2022-05-16,500,960,Low Value
CUST01903,6,2024-06-24,7765,190,High Value
CUST01904,2,2022-10-05,4980,818,Medium Value
CUST01905,4,2024-03-09,1615,297,Medium Value
CUST01906,2,2024-08-30,195,123,Low Value
CUST01907,4,2024-02-10,1840,325,Medium Value
CUST01908,4,2024-04-05,1780,270,Medium Value
CUST01909,4,2024-09-21,1275,101,Medium Value
CUST01910,3,2023-04-25,420,616,Medium Value
CUST01911,5,2024-02-10,965,325,Medium Value
CUST01912,4,2023-12-13,5145,384,Medium Value
CUST01913,3,2023-04-03,2885,638,Medium Value
CUST01914,3,2024-07-23,1650,161,Medium Value
CUST01915,1,2022-07-25,350,890,Low Value
CUST01916,4,2024-11-06,940,55,Medium Value
CUST01917,6,2024-12-06,1835,25,Medium Value
CUST01918,4,2024-09-14,1490,108,Medium Value
CUST01919,6,2024-12-30,1320,1,Medium Value
CUST01920,7,2023-12-03,5145,394,High Value
CUST01921,3,2024-07-30,4720,154,Medium Value
CUST01922,4,2024-11-05,7140,56,Medium Value
CUST01923,3,2023-11-27,2450,400,Medium Value
CUST01924,2,2024-09-11,6000,111,Medium Value
CUST01925,1,2022-06-15,220,930,Low Value
CUST01926,1,2023-05-18,150,593,Low Value
CUST01927,1,2024-08-23,60,130,Low Value
CUST01928,7,2024-11-13,4190,48,High Value
CUST01929,1,2022-04-19,35,987,Low Value
CUST01931,5,2024-08-22,2965,131,High Value
CUST01932,1,2023-07-23,600,527,Low Value
CUST01933,4,2024-11-17,1720,44,Medium Value
CUST01934,3,2023-10-29,865,429,Medium Value
CUST01935,5,2024-12-09,2785,22,High Value
CUST01936,5,2024-12-19,605,12,Medium Value
CUST01937,3,2024-09-13,1250,109,Medium Value
CUST01938,4,2024-08-04,4355,149,Medium Value
CUST01940,6,2024-12-11,1505,20,Medium Value
CUST01941,2,2022-05-21,170,955,Low Value
CUST01942,4,2024-12-26,445,5,Medium Value
CUST01943,5,2024-11-23,2425,38,Medium Value
CUST01945,4,2024-04-23,5675,252,Medium Value
CUST01946,2,2023-04-10,190,631,Low Value
CUST01947,2,2024-09-17,1310,105,Medium Value
CUST01948,2,2023-09-16,1670,472,Medium Value
CUST01949,4,2024-09-26,680,96,Medium Value
CUST01950,3,2023-11-02,1840,425,Medium Value
CUST01951,5,2024-04-06,780,269,Medium Value
CUST01952,9,2024-09-27,4700,95,High Value
CUST01954,2,2023-02-26,480,674,Low Value
CUST01955,1,2023-01-27,1500,704,Medium Value
CUST01956,2,2024-06-04,245,210,Low Value
CUST01957,4,2024-11-24,2895,37,Medium Value
CUST01959,5,2023-10-27,1525,431,Medium Value
CUST01960,1,2023-03-04,125,668,Low Value
CUST01961,2,2024-04-23,1890,252,Medium Value
CUST01962,7,2024-04-05,4345,270,High Value
CUST01963,3,2023-04-12,1825,629,Medium Value
CUST01964,3,2024-04-25,5120,250,Medium Value
CUST01965,3,2024-08-29,6100,124,Medium Value
CUST01966,1,2024-12-24,240,7,Low Value
CUST01967,2,2023-09-13,710,475,Low Value
CUST01968,3,2023-12-03,2425,394,Medium Value
CUST01969,2,2023-11-13,1490,414,Medium Value
CUST01970,1,2023-10-19,220,439,Low Value
CUST01971,2,2024-04-30,900,245,Low Value
CUST01972,1,2023-09-04,50,484,Low Value
CUST01973,5,2023-11-23,3300,404,High Value
CUST01974,3,2024-10-31,525,61,Medium Value
CUST01975,6,2024-12-28,6830,3,High Value
CUST01976,4,2024-02-09,6530,326,Medium Value
CUST01977,5,2023-11-19,7830,408,High Value
CUST01978,1,2022-01-22,220,1074,Low Value
CUST01979,5,2024-09-19,1265,103,Medium Value
CUST01980,1,2022-11-06,440,786,Low Value
CUST01981,4,2024-02-12,3635,323,Medium Value
CUST01982,3,2023-04-16,4575,625,Medium Value
CUST01983,7,2024-09-23,2680,99,High Value
CUST01984,3,2024-11-25,2710,36,Medium Value
CUST01985,3,2022-08-28,6480,856,Medium Value
CUST01986,1,2024-01-18,1600,348,Medium Value
CUST01987,3,2024-04-09,7050,266,Medium Value
CUST01988,6,2024-01-17,1040,349,Medium Value
CUST01989,1,2024-06-22,100,192,Low Value
CUST01990,4,2024-08-02,1620,151,Medium Value
CUST01991,5,2024-12-07,1650,24,Medium Value
CUST01992,3,2024-11-09,490,52,Medium Value
CUST01993,3,2023-12-05,5460,392,Medium Value
CUST01994,5,2024-11-03,1615,58,Medium Value
CUST01995,2,2024-11-28,250,33,Low Value
CUST01996,2,2024-09-17,1450,105,Medium Value
CUST01997,1,2023-12-10,70,387,Low Value
CUST01998,3,2024-09-06,575,116,Medium Value
CUST01999,1,2023-08-24,240,495,Low Value
CUST02000,2,2022-12-31,175,731,Low Value
CUST02001,2,2024-02-13,380,322,Low Value
CUST02002,4,2024-10-03,2975,89,Medium Value
CUST02003,6,2024-10-18,3640,74,High Value
CUST02005,7,2024-01-09,6160,357,High Value
CUST02006,5,2024-04-10,1795,265,Medium Value
CUST02007,2,2024-03-25,105,281,Low Value
CUST02008,6,2024-01-28,2060,338,Medium Value
CUST02009,4,2024-03-28,250,278,Medium Value
CUST02010,2,2024-07-26,205,158,Low Value
CUST02011,2,2023-04-25,890,616,Low Value
CUST02012,3,2024-06-26,4720,188,Medium Value
CUST02013,5,2024-07-20,2960,164,High Value
CUST02014,1,2024-09-09,4800,113,Medium Value
CUST02015,3,2023-09-27,540,461,Medium Value
CUST02016,4,2022-10-07,600,816,Medium Value
CUST02018,2,2024-10-17,1700,75,Medium Value
CUST02019,1,2024-11-28,4800,33,Medium Value
CUST02020,8,2024-12-31,3935,0,High Value
CUST02021,1,2024-09-27,2000,95,Medium Value
CUST02023,4,2024-05-19,1770,226,Medium Value
CUST02024,6,2024-11-17,6670,44,High Value
CUST02025,2,2024-06-14,355,200,Low Value
CUST02026,9,2024-10-29,4225,63,High Value
CUST02027,2,2023-09-07,420,481,Low Value
CUST02028,2,2024-10-27,75,65,Low Value
CUST02029,7,2024-06-04,2450,210,Medium Value
CUST02030,2,2024-03-31,1750,275,Medium Value
CUST02031,5,2024-12-16,11900,15,High Value
CUST02032,3,2024-05-31,2945,214,Medium Value
CUST02033,4,2024-11-07,600,54,Medium Value
CUST02034,2,2023-11-30,470,397,Low Value
CUST02035,3,2022-12-07,1395,755,Medium Value
CUST02036,3,2024-07-25,975,159,Medium Value
CUST02037,4,2024-03-14,920,292,Medium Value
CUST02038,9,2024-10-02,6910,90,High Value
CUST02039,3,2024-09-17,615,105,Medium Value
CUST02041,6,2024-06-19,900,195,Medium Value
CUST02042,3,2024-05-29,2360,216,Medium Value
CUST02043,4,2024-04-29,1640,246,Medium Value
CUST02044,2,2023-03-31,1300,641,Medium Value
CUST02045,4,2024-12-11,480,20,Medium Value
CUST02046,3,2024-06-10,500,204,Medium Value
CUST02047,5,2023-09-03,4115,485,High Value
CUST02048,4,2024-12-12,6315,19,Medium Value
CUST02049,2,2023-01-22,85,709,Low Value
CUST02050,4,2024-04-13,225,262,Medium Value
CUST02051,3,2024-04-11,250,264,Medium Value
CUST02052,2,2023-01-12,500,719,Low Value
CUST02053,3,2024-10-28,2055,64,Medium Value
CUST02054,3,2024-11-18,1440,43,Medium Value
CUST02055,3,2024-12-08,1265,23,Medium Value
CUST02056,5,2024-08-03,815,150,Medium Value
CUST02057,8,2024-12-18,4130,13,High Value
CUST02058,2,2024-06-03,360,211,Low Value
CUST02059,3,2024-12-07,545,24,Medium Value
CUST02061,3,2024-01-27,575,339,Medium Value
CUST02062,1,2023-08-28,400,491,Low Value
CUST02063,6,2024-02-10,1975,325,Medium Value
CUST02064,4,2023-11-17,355,410,Medium Value
CUST02065,2,2022-12-01,2040,761,Medium Value
CUST02066,3,2024-01-05,530,361,Medium Value
CUST02067,6,2024-10-30,3160,62,High Value
CUST02068,2,2024-05-24,390,221,Low Value
CUST02069,2,2022-10-20,275,803,Low Value
CUST02070,2,2023-06-01,910,579,Low Value
CUST02071,3,2024-10-30,1235,62,Medium Value
CUST02072,5,2023-11-08,1535,419,Medium Value
CUST02073,3,2024-06-09,5025,205,Medium Value
CUST02074,2,2023-09-23,725,465,Low Value
CUST02075,4,2023-09-05,1725,483,Medium Value
CUST02076,3,2024-02-09,845,326,Medium Value
CUST02077,5,2024-08-22,4960,131,High Value
CUST02078,10,2024-08-10,2475,143,Medium Value
CUST02079,9,2024-08-11,3055,142,High Value
CUST02080,3,2023-10-14,415,444,Medium Value
CUST02081,4,2024-04-21,1610,254,Medium Value
CUST02082,2,2022-08-07,600,877,Low Value
CUST02083,2,2023-04-24,1820,617,Medium Value
CUST02084,1,2023-08-25,1200,494,Low Value
CUST02085,2,2022-10-14,1900,809,Medium Value
CUST02086,4,2024-02-08,885,327,Medium Value
CUST02087,1,2023-04-24,500,617,Low Value
CUST02088,2,2023-07-31,380,519,Low Value
CUST02089,3,2024-06-02,1200,212,Medium Value
CUST02090,4,2024-10-27,12640,65,Medium Value
CUST02091,2,2022-09-23,1500,830,Medium Value
CUST02092,2,2023-05-24,240,587,Low Value
CUST02093,2,2023-10-25,2420,433,Medium Value
CUST02094,4,2024-12-18,2735,13,Medium Value
CUST02095,1,2022-09-08,60,845,Low Value
CUST02096,1,2024-07-20,240,164,Low Value
CUST02097,3,2023-02-07,370,693,Medium Value
CUST02098,1,2024-04-27,3200,248,Medium Value
CUST02099,3,2023-08-30,1985,489,Medium Value
CUST02100,2,2024-11-14,8800,47,Medium Value
CUST02101,2,2023-02-09,570,691,Low Value
CUST02102,5,2024-02-03,1200,332,Medium Value
CUST02103,3,2023-09-24,1220,464,Medium Value
CUST02104,2,2024-07-19,195,165,Low Value
CUST02105,5,2024-12-01,6680,30,High Value
CUST02106,6,2024-06-25,705,189,Medium Value
CUST02107,4,2024-03-06,5860,300,Medium Value
CUST02108,4,2023-10-18,2430,440,Medium Value
CUST02109,3,2024-08-25,1015,128,Medium Value
CUST02110,4,2024-10-13,1280,79,Medium Value
CUST02111,2,2023-06-18,195,562,Low Value
CUST02112,2,2024-10-06,345,86,Low Value
CUST02113,9,2024-11-08,7390,53,High Value
CUST02114,4,2024-09-01,2850,121,Medium Value
CUST02116,2,2024-01-29,215,337,Low Value
CUST02117,4,2024-11-11,2700,50,Medium Value
CUST02118,5,2024-07-16,4780,168,High Value
CUST02119,6,2024-12-07,2480,24,Medium Value
CUST02120,3,2024-09-15,2070,107,Medium Value
CUST02121,4,2024-11-23,1100,38,Medium Value
CUST02122,5,2024-06-06,1765,208,Medium Value
CUST02123,2,2023-07-29,4330,521,Medium Value
CUST02124,2,2023-01-30,720,701,Low Value
CUST02125,2,2023-09-13,2950,475,Medium Value
CUST02127,3,2023-09-08,650,480,Medium Value
CUST02128,6,2024-12-22,6435,9,High Value
CUST02129,2,2024-10-05,295,87,Low Value
CUST02130,6,2024-07-16,12650,168,High Value
CUST02131,3,2024-06-22,420,192,Medium Value
CUST02132,3,2024-09-18,250,104,Medium Value
CUST02133,5,2024-12-11,7820,20,High Value
CUST02134,2,2022-05-16,395,960,Low Value
CUST02135,3,2023-11-23,610,404,Medium Value
CUST02136,3,2024-01-27,325,339,Medium Value
CUST02137,1,2024-09-16,110,106,Low Value
CUST02138,3,2024-10-04,1030,88,Medium Value
CUST02139,4,2024-11-29,625,32,Medium Value
CUST02140,5,2024-05-25,9370,220,High Value
CUST02141,5,2024-09-15,4180,107,High Value
CUST02142,1,2024-11-13,30,48,Low Value
CUST02143,7,2024-08-22,2415,131,Medium Value
CUST02144,3,2024-06-24,2800,190,Medium Value
CUST02145,1,2024-09-22,300,100,Low Value
CUST02146,5,2024-11-21,5475,40,High Value
CUST02147,5,2024-01-28,2990,338,High Value
CUST02148,2,2024-02-25,135,310,Low Value
CUST02149,2,2022-06-17,3365,928,Medium Value
CUST02150,4,2024-12-28,5070,3,Medium Value
CUST02152,2,2024-08-31,460,122,Low Value
CUST02153,1,2022-10-02,120,821,Low Value
