InvoiceID,CustomerID,InvoiceDate,ProductName,Category,UnitPrice,Quantity,Revenue,Country,Status
INV000847,CUST02055,2022-05-07,Smart Watch,Electronics,300,3,900,France,Completed
INV000848,CUST02399,2022-11-07,T-Shirt,Fashion,25,4,0,France,Cancelled
INV000849,CUST02709,2023-04-11,Data Science,Books,55,4,220,Netherlands,Completed
INV000850,CUST02839,2023-11-06,Jeans,Fashion,60,2,0,Sweden,Cancelled
INV000851,CUST01565,2023-02-19,Data Science,Books,55,4,220,Germany,Completed
INV000852,CUST02300,2022-11-20,Self Help,Books,25,1,25,United Kingdom,Completed
INV000853,CUST01596,2023-10-13,Tablet,Electronics,500,4,2000,USA,Completed
INV000854,CUST02814,2023-09-14,Blender,Home,60,2,120,USA,Completed
INV000855,CUST01756,2022-09-27,Self Help,Books,25,3,0,United Kingdom,Cancelled
INV000856,CUST03442,2023-04-18,T-Shirt,Fashion,25,3,75,Netherlands,Completed
INV000857,CUST01549,2024-09-03,Fiction Novel,Books,20,3,60,Sweden,Completed
INV000858,CUST03012,2024-03-04,Jeans,Fashion,60,2,120,France,Completed
INV000859,CUST02673,2022-03-08,Lamp,Home,45,2,90,United Kingdom,Completed
INV000860,CUST01270,2023-02-23,Tennis Racket,Sports,150,4,600,Netherlands,Completed
INV000861,CUST02010,2024-07-26,Yoga Mat,Sports,30,5,150,France,Completed
INV000862,CUST02614,2023-10-03,Self Help,Books,25,5,0,Sweden,Cancelled
INV000863,CUST03132,2022-03-20,Dumbbells,Sports,50,1,50,United Kingdom,Completed
INV000864,CUST03203,2024-11-28,Smart Watch,Electronics,300,4,0,France,Cancelled
INV000865,CUST01777,2022-04-11,Dumbbells,Sports,50,3,150,Germany,Completed
INV000866,CUST01681,2024-08-02,Pillow,Home,35,1,0,France,Cancelled
INV000867,CUST02898,2022-10-19,Yoga Mat,Sports,30,5,150,USA,Completed
INV000868,CUST03397,2023-01-04,Data Science,Books,55,4,220,USA,Completed
INV000869,CUST02846,2023-10-25,Shoes,Fashion,90,5,450,United Kingdom,Completed
INV000870,CUST01369,2024-07-20,Blender,Home,60,1,60,Germany,Completed
INV000871,CUST02840,2022-08-22,Coffee Maker,Home,80,5,400,USA,Completed
INV000872,CUST01654,2024-11-13,Fiction Novel,Books,20,1,20,France,Completed
INV000873,CUST03316,2023-11-18,Jeans,Fashion,60,2,120,USA,Completed
INV000874,CUST02718,2022-04-16,Lamp,Home,45,3,135,Germany,Completed
INV000875,CUST01538,2022-08-29,Smart Watch,Electronics,300,3,900,Netherlands,Completed
INV000876,CUST03038,2024-07-28,Python Book,Books,45,5,225,France,Completed
INV000877,CUST01888,2023-05-03,Dumbbells,Sports,50,4,200,Sweden,Completed
INV000878,CUST03462,2022-06-12,Smartphone,Electronics,800,5,4000,Sweden,Completed
INV000879,CUST01200,2023-03-02,T-Shirt,Fashion,25,3,75,Netherlands,Completed
INV000880,CUST01132,2022-10-25,Self Help,Books,25,3,75,USA,Completed
INV000881,CUST01200,2022-06-29,Running Shoes,Sports,110,2,220,United Kingdom,Completed
INV000882,CUST02865,2022-12-30,Business Guide,Books,35,1,35,USA,Completed
INV000883,CUST02322,2023-09-05,Yoga Mat,Sports,30,4,0,Germany,Cancelled
INV000884,CUST02199,2022-05-13,T-Shirt,Fashion,25,3,75,France,Completed
INV000885,CUST02694,2024-12-15,Jeans,Fashion,60,5,300,Sweden,Completed
INV000886,CUST03340,2022-08-12,Python Book,Books,45,4,0,USA,Cancelled
INV000887,CUST02749,2023-08-12,Vacuum,Home,350,5,0,Sweden,Cancelled
INV000888,CUST01531,2023-12-26,Fiction Novel,Books,20,5,100,Sweden,Completed
INV000889,CUST01736,2024-10-05,Jacket,Fashion,120,2,240,Sweden,Completed
INV000890,CUST01098,2022-08-31,Smartphone,Electronics,800,5,4000,France,Completed
INV000891,CUST01186,2024-04-27,Pillow,Home,35,2,70,Germany,Completed
INV000892,CUST02153,2023-02-17,Tablet,Electronics,500,3,0,Germany,Cancelled
INV000893,CUST01025,2023-10-26,Vacuum,Home,350,4,0,United Kingdom,Cancelled
INV000894,CUST01719,2022-03-01,Vacuum,Home,350,4,1400,Netherlands,Completed
INV000895,CUST01556,2022-03-14,Shoes,Fashion,90,5,450,France,Completed
INV000896,CUST02695,2024-08-05,Smart Watch,Electronics,300,3,0,USA,Cancelled
INV000897,CUST03274,2023-10-09,Smartphone,Electronics,800,5,4000,Sweden,Completed
INV000898,CUST01271,2023-12-26,Coffee Maker,Home,80,3,240,Netherlands,Completed
INV000899,CUST01679,2024-12-30,Fiction Novel,Books,20,2,0,Sweden,Cancelled
INV000900,CUST02262,2022-08-28,Coffee Maker,Home,80,3,240,USA,Completed
INV000901,CUST03035,2022-06-27,Lamp,Home,45,3,135,Netherlands,Completed
INV000902,CUST02238,2024-12-11,Tablet,Electronics,500,1,500,Netherlands,Completed
INV000903,CUST02817,2022-07-09,Headphones,Electronics,150,5,750,Sweden,Completed
INV000904,CUST02393,2023-01-25,Business Guide,Books,35,3,105,France,Completed
INV000905,CUST03114,2022-07-21,Jeans,Fashion,60,1,60,USA,Completed
INV000906,CUST03139,2024-03-04,Tablet,Electronics,500,1,0,United Kingdom,Cancelled
INV000907,CUST02365,2022-06-28,Laptop,Electronics,1200,5,6000,France,Completed
INV000908,CUST03365,2022-02-16,Jacket,Fashion,120,2,240,Germany,Completed
INV000909,CUST02133,2023-08-10,Lamp,Home,45,1,45,Sweden,Completed
INV000910,CUST01645,2022-11-02,Laptop,Electronics,1200,5,0,Germany,Cancelled
INV000911,CUST01419,2024-11-18,Business Guide,Books,35,5,175,Netherlands,Completed
INV000912,CUST01579,2023-07-10,Pillow,Home,35,2,70,USA,Completed
INV000913,CUST02275,2022-05-26,Pillow,Home,35,4,140,Sweden,Completed
INV000914,CUST01118,2022-09-24,Laptop,Electronics,1200,4,4800,France,Completed
INV000915,CUST02746,2022-06-26,Dress,Fashion,110,5,550,France,Completed
INV000916,CUST02279,2023-12-30,Dress,Fashion,110,1,110,Germany,Completed
INV000917,CUST01380,2022-09-27,Yoga Mat,Sports,30,4,120,USA,Completed
INV000918,CUST02927,2024-08-11,Jeans,Fashion,60,5,300,Netherlands,Completed
INV000919,CUST02605,2024-01-15,Vacuum,Home,350,4,1400,Netherlands,Completed
INV000920,CUST01267,2022-03-03,Tablet,Electronics,500,4,2000,France,Completed
INV000921,CUST02156,2022-12-16,Self Help,Books,25,2,0,Germany,Cancelled
INV000922,CUST02661,2022-07-30,Tablet,Electronics,500,5,2500,USA,Completed
INV000923,CUST03182,2023-09-11,Tennis Racket,Sports,150,4,600,France,Completed
INV000924,CUST03244,2023-05-15,Dumbbells,Sports,50,1,50,Netherlands,Completed
INV000925,CUST03420,2023-03-03,Tennis Racket,Sports,150,3,0,France,Cancelled
INV000926,CUST01708,2023-04-29,Smart Watch,Electronics,300,4,1200,USA,Completed
INV000927,CUST02332,2024-08-06,Headphones,Electronics,150,2,300,Sweden,Completed
INV000928,CUST01285,2024-04-11,Smart Watch,Electronics,300,4,1200,Sweden,Completed
INV000929,CUST01251,2024-10-09,Jeans,Fashion,60,5,300,United Kingdom,Completed
INV000930,CUST01611,2022-10-28,Business Guide,Books,35,4,0,France,Cancelled
INV000931,CUST01801,2024-07-04,Vacuum,Home,350,5,1750,Netherlands,Completed
INV000932,CUST02410,2024-06-09,Python Book,Books,45,5,0,United Kingdom,Cancelled
INV000933,CUST01522,2024-04-07,Tablet,Electronics,500,5,2500,Germany,Completed
INV000934,CUST03293,2022-01-02,Tablet,Electronics,500,1,500,Germany,Completed
INV000935,CUST03417,2024-06-03,Lamp,Home,45,4,180,France,Completed
INV000936,CUST03232,2024-06-10,Shoes,Fashion,90,2,180,Netherlands,Completed
INV000937,CUST02475,2024-02-27,Jacket,Fashion,120,2,240,France,Completed
INV000938,CUST01293,2022-01-24,Smartphone,Electronics,800,4,3200,USA,Completed
INV000939,CUST01346,2022-10-06,Dumbbells,Sports,50,5,250,Netherlands,Completed
INV000940,CUST02861,2023-01-04,Tennis Racket,Sports,150,4,600,Sweden,Completed
INV000941,CUST01924,2023-12-29,Tennis Racket,Sports,150,1,0,Netherlands,Cancelled
INV000942,CUST01969,2024-10-17,Business Guide,Books,35,4,0,USA,Cancelled
INV000943,CUST01137,2024-01-22,Fiction Novel,Books,20,3,60,United Kingdom,Completed
INV000944,CUST01327,2024-09-13,Business Guide,Books,35,4,0,Netherlands,Cancelled
INV000945,CUST03143,2022-06-10,Smartphone,Electronics,800,4,3200,Sweden,Completed
INV000946,CUST01216,2023-10-02,Python Book,Books,45,4,180,Germany,Completed
INV000947,CUST02921,2024-11-15,Lamp,Home,45,3,135,Sweden,Completed
INV000948,CUST01686,2023-08-16,Business Guide,Books,35,5,175,United Kingdom,Completed
INV000949,CUST02938,2022-05-06,Dress,Fashion,110,1,110,Sweden,Completed
INV000950,CUST02174,2022-02-25,Smartphone,Electronics,800,5,4000,France,Completed
INV000951,CUST02032,2023-07-24,Business Guide,Books,35,3,105,Netherlands,Completed
INV000952,CUST01456,2022-01-30,Dress,Fashion,110,2,220,Sweden,Completed
INV000953,CUST01718,2024-01-28,Shoes,Fashion,90,2,0,Germany,Cancelled
INV000954,CUST02404,2022-03-09,Dress,Fashion,110,2,220,United Kingdom,Completed
INV000955,CUST02569,2024-04-25,Running Shoes,Sports,110,2,0,Netherlands,Cancelled
INV000956,CUST01222,2023-12-08,Coffee Maker,Home,80,1,80,USA,Completed
INV000957,CUST02633,2024-08-08,Lamp,Home,45,5,225,France,Completed
INV000958,CUST02597,2024-02-17,Blender,Home,60,5,300,France,Completed
INV000959,CUST02182,2022-01-25,Bicycle,Sports,400,5,2000,France,Completed
INV000960,CUST03176,2022-07-19,Lamp,Home,45,5,225,USA,Completed
INV000961,CUST02107,2023-11-18,Tablet,Electronics,500,5,2500,Germany,Completed
INV000962,CUST01990,2024-08-02,Data Science,Books,55,5,275,USA,Completed
INV000963,CUST02283,2023-01-04,Laptop,Electronics,1200,1,1200,Sweden,Completed
INV000964,CUST01400,2024-04-22,Headphones,Electronics,150,3,450,Sweden,Completed
INV000965,CUST02031,2023-08-04,Laptop,Electronics,1200,5,6000,Netherlands,Completed
INV000966,CUST03433,2022-04-27,Dress,Fashion,110,1,110,USA,Completed
INV000967,CUST03476,2022-06-26,Tennis Racket,Sports,150,2,300,Netherlands,Completed
INV000968,CUST02037,2023-01-13,Yoga Mat,Sports,30,4,120,Germany,Completed
INV000969,CUST02324,2024-05-24,T-Shirt,Fashion,25,3,75,Germany,Completed
INV000970,CUST02591,2024-02-23,Tablet,Electronics,500,3,1500,Germany,Completed
INV000971,CUST01284,2024-06-21,Dress,Fashion,110,4,440,France,Completed
INV000972,CUST01444,2024-10-04,Fiction Novel,Books,20,2,0,Netherlands,Cancelled
INV000973,CUST02808,2022-08-06,Coffee Maker,Home,80,1,80,USA,Completed
INV000974,CUST03340,2022-05-25,Lamp,Home,45,1,45,USA,Completed
INV000975,CUST01003,2022-11-01,Bicycle,Sports,400,2,800,United Kingdom,Completed
INV000976,CUST03353,2024-03-12,Fiction Novel,Books,20,4,80,United Kingdom,Completed
INV000977,CUST01287,2024-04-07,T-Shirt,Fashion,25,4,100,Sweden,Completed
INV000978,CUST03323,2022-09-06,Vacuum,Home,350,3,1050,Sweden,Completed
INV000979,CUST01371,2022-04-24,Business Guide,Books,35,1,35,Germany,Completed
INV000980,CUST01831,2023-08-17,Python Book,Books,45,4,180,Netherlands,Completed
INV000981,CUST02597,2023-09-05,Lamp,Home,45,1,45,United Kingdom,Completed
INV000982,CUST01573,2023-01-24,T-Shirt,Fashion,25,5,125,United Kingdom,Completed
INV000983,CUST02592,2024-09-28,Business Guide,Books,35,4,0,United Kingdom,Cancelled
INV000984,CUST01067,2024-07-09,Coffee Maker,Home,80,3,240,United Kingdom,Completed
INV000985,CUST01484,2024-04-10,Fiction Novel,Books,20,5,100,Netherlands,Completed
INV000986,CUST01295,2023-04-23,Shoes,Fashion,90,1,90,United Kingdom,Completed
INV000987,CUST01994,2022-04-04,T-Shirt,Fashion,25,2,50,USA,Completed
INV000988,CUST01398,2023-09-22,Data Science,Books,55,5,275,France,Completed
INV000989,CUST01467,2022-08-06,Self Help,Books,25,2,50,France,Completed
INV000990,CUST02745,2023-02-20,Bicycle,Sports,400,1,0,Germany,Cancelled
INV000991,CUST02317,2022-10-09,Smart Watch,Electronics,300,2,600,Netherlands,Completed
INV000992,CUST01494,2022-05-10,Shoes,Fashion,90,2,180,Germany,Completed
INV000993,CUST02796,2022-12-04,Python Book,Books,45,2,90,Netherlands,Completed
INV000994,CUST01646,2024-02-10,Yoga Mat,Sports,30,1,30,United Kingdom,Completed
INV000995,CUST01365,2023-01-03,Business Guide,Books,35,4,140,USA,Completed
INV000996,CUST01844,2022-09-17,Pillow,Home,35,4,140,Netherlands,Completed
INV000997,CUST01714,2023-05-05,Smart Watch,Electronics,300,2,600,Sweden,Completed
INV000998,CUST02233,2022-06-30,Yoga Mat,Sports,30,5,150,Germany,Completed
INV000999,CUST01481,2023-01-29,Smart Watch,Electronics,300,3,0,Sweden,Cancelled
INV001000,CUST01898,2024-11-05,Jacket,Fashion,120,1,120,France,Completed
INV001001,CUST01611,2022-08-19,Dumbbells,Sports,50,2,100,USA,Completed
INV001002,CUST01221,2022-03-30,Vacuum,Home,350,2,700,USA,Completed
INV001003,CUST02369,2023-05-30,Yoga Mat,Sports,30,1,30,Sweden,Completed
INV001004,CUST01647,2022-12-27,Tennis Racket,Sports,150,1,150,United Kingdom,Completed
INV001005,CUST02821,2023-04-27,Business Guide,Books,35,4,140,Sweden,Completed
INV001006,CUST01942,2023-10-30,Blender,Home,60,1,60,United Kingdom,Completed
INV001007,CUST01819,2024-04-24,T-Shirt,Fashion,25,4,0,France,Cancelled
INV001008,CUST01222,2024-09-19,Jeans,Fashion,60,5,300,France,Completed
INV001009,CUST02586,2022-12-31,Shoes,Fashion,90,2,180,Germany,Completed
INV001010,CUST01828,2023-07-07,T-Shirt,Fashion,25,5,125,Germany,Completed
INV001011,CUST01559,2023-07-29,Dumbbells,Sports,50,4,200,United Kingdom,Completed
INV001012,CUST01900,2023-12-05,Data Science,Books,55,5,275,Germany,Completed
INV001013,CUST01354,2023-04-16,Fiction Novel,Books,20,2,0,France,Cancelled
INV001014,CUST02895,2024-08-27,Headphones,Electronics,150,2,300,Germany,Completed
INV001015,CUST02778,2023-11-02,Dress,Fashion,110,2,0,Sweden,Cancelled
INV001016,CUST02711,2022-01-11,Headphones,Electronics,150,5,750,United Kingdom,Completed
INV001017,CUST03175,2024-05-21,Yoga Mat,Sports,30,4,120,France,Completed
INV001018,CUST01340,2023-05-08,Headphones,Electronics,150,2,300,Sweden,Completed
INV001019,CUST02211,2024-01-05,Laptop,Electronics,1200,4,4800,Netherlands,Completed
INV001020,CUST02881,2022-11-28,Python Book,Books,45,4,180,Sweden,Completed
INV001021,CUST02660,2022-10-11,Lamp,Home,45,1,45,Netherlands,Completed
INV001022,CUST02363,2024-02-28,Tablet,Electronics,500,4,2000,Sweden,Completed
INV001023,CUST01331,2023-03-01,Coffee Maker,Home,80,5,400,Sweden,Completed
INV001024,CUST01454,2022-04-16,Lamp,Home,45,5,225,France,Completed
INV001025,CUST02500,2024-01-19,Python Book,Books,45,5,225,Netherlands,Completed
INV001026,CUST02371,2022-10-11,Python Book,Books,45,4,0,Netherlands,Cancelled
INV001027,CUST01923,2023-03-06,Vacuum,Home,350,5,1750,Germany,Completed
INV001028,CUST01223,2023-07-22,Vacuum,Home,350,4,1400,United Kingdom,Completed
INV001029,CUST03157,2024-10-23,Tennis Racket,Sports,150,5,750,United Kingdom,Completed
INV001030,CUST02507,2024-07-14,Smartphone,Electronics,800,4,3200,USA,Completed
INV001031,CUST02600,2022-06-14,Coffee Maker,Home,80,1,80,Netherlands,Completed
INV001032,CUST01458,2023-07-20,Shoes,Fashion,90,2,180,USA,Completed
INV001033,CUST01092,2024-12-02,Tennis Racket,Sports,150,2,300,Germany,Completed
INV001034,CUST02720,2023-12-12,Tablet,Electronics,500,2,1000,France,Completed
INV001035,CUST01951,2022-02-15,Lamp,Home,45,5,225,Sweden,Completed
INV001036,CUST02991,2023-10-31,Self Help,Books,25,4,100,Sweden,Completed
INV001037,CUST03323,2023-09-15,Blender,Home,60,3,180,Netherlands,Completed
INV001038,CUST02523,2024-09-18,Smartphone,Electronics,800,3,2400,Germany,Completed
INV001039,CUST01681,2024-07-22,Dress,Fashion,110,3,330,Sweden,Completed
INV001040,CUST01628,2022-12-26,T-Shirt,Fashion,25,1,25,Netherlands,Completed
INV001041,CUST02805,2022-09-17,Blender,Home,60,2,0,Germany,Cancelled
INV001042,CUST02298,2022-03-13,Jacket,Fashion,120,4,0,Germany,Cancelled
INV001043,CUST03185,2022-11-29,Laptop,Electronics,1200,4,4800,Germany,Completed
INV001044,CUST02876,2022-10-25,T-Shirt,Fashion,25,5,0,Germany,Cancelled
INV001045,CUST02210,2023-11-10,Pillow,Home,35,2,0,France,Cancelled
INV001046,CUST02387,2024-06-24,Headphones,Electronics,150,1,150,USA,Completed
INV001047,CUST02261,2022-08-28,Tennis Racket,Sports,150,2,300,United Kingdom,Completed
INV001048,CUST01378,2024-01-02,Smart Watch,Electronics,300,2,0,Germany,Cancelled
INV001049,CUST01909,2024-12-14,T-Shirt,Fashion,25,1,0,Germany,Cancelled
INV001050,CUST01357,2024-07-01,Running Shoes,Sports,110,4,440,Sweden,Completed
INV001051,CUST01229,2024-11-13,Lamp,Home,45,2,90,USA,Completed
INV001052,CUST02581,2024-01-28,Tablet,Electronics,500,3,1500,Germany,Completed
INV001053,CUST02825,2023-09-23,Smartphone,Electronics,800,4,3200,Sweden,Completed
INV001054,CUST02182,2024-06-25,Dumbbells,Sports,50,2,0,Netherlands,Cancelled
INV001055,CUST01588,2022-06-26,Lamp,Home,45,5,225,Netherlands,Completed
INV001056,CUST03419,2022-05-16,Laptop,Electronics,1200,4,4800,France,Completed
INV001057,CUST01716,2024-04-28,Tennis Racket,Sports,150,2,300,Sweden,Completed
INV001058,CUST02563,2023-01-16,Fiction Novel,Books,20,1,20,Germany,Completed
INV001059,CUST03023,2023-09-15,Running Shoes,Sports,110,1,110,Sweden,Completed
INV001060,CUST02075,2022-11-12,Yoga Mat,Sports,30,3,90,Germany,Completed
INV001061,CUST03014,2023-01-03,T-Shirt,Fashion,25,1,25,USA,Completed
INV001062,CUST01273,2024-10-06,Pillow,Home,35,4,0,Sweden,Cancelled
INV001063,CUST02056,2024-06-12,Yoga Mat,Sports,30,3,0,USA,Cancelled
INV001064,CUST02063,2022-02-05,Python Book,Books,45,2,90,Netherlands,Completed
INV001065,CUST01554,2024-08-02,T-Shirt,Fashion,25,3,75,Germany,Completed
INV001066,CUST02458,2024-05-09,Vacuum,Home,350,5,1750,United Kingdom,Completed
INV001067,CUST01793,2024-11-18,T-Shirt,Fashion,25,5,125,USA,Completed
INV001068,CUST02295,2023-10-23,Vacuum,Home,350,3,1050,USA,Completed
INV001069,CUST03375,2024-12-30,T-Shirt,Fashion,25,2,0,Germany,Cancelled
INV001070,CUST02527,2023-07-31,Bicycle,Sports,400,2,800,France,Completed
INV001071,CUST01633,2023-03-23,Jeans,Fashion,60,5,0,Sweden,Cancelled
INV001072,CUST03179,2024-12-12,Python Book,Books,45,4,180,USA,Completed
INV001073,CUST01477,2022-06-06,Headphones,Electronics,150,3,450,Netherlands,Completed
INV001074,CUST01569,2024-01-13,Self Help,Books,25,3,75,France,Completed
INV001075,CUST01117,2023-09-16,Smartphone,Electronics,800,2,1600,USA,Completed
INV001076,CUST02259,2023-04-10,Jeans,Fashion,60,1,60,Netherlands,Completed
INV001077,CUST01318,2022-08-17,Dumbbells,Sports,50,1,50,United Kingdom,Completed
INV001078,CUST01134,2022-08-09,Self Help,Books,25,1,25,USA,Completed
INV001079,CUST02036,2022-09-01,Tablet,Electronics,500,1,500,United Kingdom,Completed
INV001080,CUST03464,2022-09-11,Data Science,Books,55,2,110,Netherlands,Completed
INV001081,CUST01371,2022-03-01,Pillow,Home,35,3,105,Netherlands,Completed
INV001082,CUST03050,2022-11-25,Data Science,Books,55,5,0,USA,Cancelled
INV001083,CUST01405,2022-05-20,Smart Watch,Electronics,300,2,600,Sweden,Completed
INV001084,CUST01703,2023-08-01,Laptop,Electronics,1200,2,0,Sweden,Cancelled
INV001085,CUST02501,2024-08-30,Data Science,Books,55,4,220,USA,Completed
INV001086,CUST02453,2023-01-06,Running Shoes,Sports,110,5,550,France,Completed
INV001087,CUST01462,2024-04-14,Headphones,Electronics,150,1,0,Germany,Cancelled
INV001088,CUST03030,2022-10-06,Pillow,Home,35,1,35,Germany,Completed
INV001089,CUST03022,2023-11-03,Bicycle,Sports,400,4,0,United Kingdom,Cancelled
INV001090,CUST02818,2023-10-01,Fiction Novel,Books,20,3,60,Netherlands,Completed
INV001091,CUST01285,2023-01-22,Blender,Home,60,1,60,France,Completed
INV001092,CUST02623,2022-08-04,Python Book,Books,45,1,45,France,Completed
INV001093,CUST02640,2024-03-19,Python Book,Books,45,2,90,USA,Completed
INV001094,CUST01815,2024-01-15,Dress,Fashion,110,4,440,Germany,Completed
INV001095,CUST02739,2023-04-22,Bicycle,Sports,400,5,0,USA,Cancelled
INV001096,CUST02639,2023-07-14,Tennis Racket,Sports,150,4,600,Germany,Completed
INV001097,CUST02142,2024-11-13,Yoga Mat,Sports,30,1,30,Netherlands,Completed
INV001098,CUST03036,2024-09-29,T-Shirt,Fashion,25,1,25,Netherlands,Completed
INV001099,CUST03040,2022-05-20,Smartphone,Electronics,800,4,0,USA,Cancelled
INV001100,CUST01625,2023-11-01,Self Help,Books,25,1,25,Germany,Completed
INV001101,CUST03016,2024-11-30,Jacket,Fashion,120,4,480,France,Completed
INV001102,CUST02071,2024-10-30,Pillow,Home,35,5,175,Sweden,Completed
INV001103,CUST02762,2022-03-06,Dumbbells,Sports,50,3,150,United Kingdom,Completed
INV001104,CUST02882,2024-06-25,Smartphone,Electronics,800,5,4000,United Kingdom,Completed
INV001105,CUST03013,2022-12-03,Jacket,Fashion,120,4,480,France,Completed
INV001106,CUST03330,2022-08-13,Tennis Racket,Sports,150,5,0,USA,Cancelled
INV001107,CUST02949,2024-08-20,Dress,Fashion,110,1,110,Sweden,Completed
INV001108,CUST03026,2023-06-24,Tennis Racket,Sports,150,3,450,Sweden,Completed
INV001109,CUST01251,2023-10-19,Python Book,Books,45,2,90,United Kingdom,Completed
INV001110,CUST03391,2023-12-16,Lamp,Home,45,1,45,United Kingdom,Completed
INV001111,CUST02463,2023-12-08,Coffee Maker,Home,80,2,160,France,Completed
INV001112,CUST02278,2023-04-26,Laptop,Electronics,1200,3,3600,Sweden,Completed
INV001113,CUST01695,2023-11-23,Business Guide,Books,35,1,35,United Kingdom,Completed
INV001114,CUST03326,2024-05-15,Bicycle,Sports,400,1,400,Sweden,Completed
INV001115,CUST02296,2022-02-15,Fiction Novel,Books,20,3,0,France,Cancelled
INV001116,CUST03000,2022-07-20,Jacket,Fashion,120,4,0,United Kingdom,Cancelled
INV001117,CUST01682,2023-11-27,Vacuum,Home,350,4,1400,Sweden,Completed
INV001118,CUST01308,2024-10-14,Jacket,Fashion,120,3,360,Sweden,Completed
INV001119,CUST03349,2023-09-01,Dress,Fashion,110,1,0,France,Cancelled
INV001120,CUST03424,2022-07-14,Coffee Maker,Home,80,5,0,Germany,Cancelled
INV001121,CUST02749,2024-08-31,Coffee Maker,Home,80,3,0,Netherlands,Cancelled
INV001122,CUST02773,2023-09-07,Business Guide,Books,35,2,70,USA,Completed
INV001123,CUST02029,2024-04-03,Fiction Novel,Books,20,5,100,Sweden,Completed
INV001124,CUST03114,2022-02-08,Fiction Novel,Books,20,2,40,Netherlands,Completed
INV001125,CUST03182,2023-07-03,Tennis Racket,Sports,150,1,0,Sweden,Cancelled
INV001126,CUST02492,2023-02-15,Jeans,Fashion,60,2,120,France,Completed
INV001127,CUST02680,2024-06-10,Smartphone,Electronics,800,4,3200,Germany,Completed
INV001128,CUST01657,2023-08-11,Data Science,Books,55,4,220,Germany,Completed
INV001129,CUST01614,2022-08-21,Smartphone,Electronics,800,3,2400,Netherlands,Completed
INV001130,CUST03293,2024-09-21,Yoga Mat,Sports,30,2,60,France,Completed
INV001131,CUST01558,2023-07-13,Vacuum,Home,350,5,1750,United Kingdom,Completed
INV001132,CUST02990,2022-03-28,Laptop,Electronics,1200,3,0,United Kingdom,Cancelled
INV001133,CUST01260,2023-09-03,Coffee Maker,Home,80,4,320,France,Completed
INV001134,CUST01458,2023-04-29,Python Book,Books,45,5,0,Sweden,Cancelled
INV001135,CUST02031,2024-12-11,Smartphone,Electronics,800,5,4000,France,Completed
INV001136,CUST02348,2023-10-04,Running Shoes,Sports,110,4,440,Sweden,Completed
INV001137,CUST01437,2022-10-23,Jacket,Fashion,120,4,480,Netherlands,Completed
INV001138,CUST03414,2023-06-05,Tennis Racket,Sports,150,3,450,United Kingdom,Completed
INV001139,CUST03235,2023-10-11,Running Shoes,Sports,110,3,330,France,Completed
INV001140,CUST02946,2024-01-14,Vacuum,Home,350,1,0,USA,Cancelled
INV001141,CUST01223,2022-03-13,Jacket,Fashion,120,5,600,USA,Completed
INV001142,CUST02486,2023-09-26,Smart Watch,Electronics,300,2,600,USA,Completed
INV001143,CUST01032,2024-03-06,Vacuum,Home,350,1,350,France,Completed
INV001144,CUST01861,2023-09-02,Bicycle,Sports,400,4,1600,Netherlands,Completed
INV001145,CUST01328,2023-07-16,Dumbbells,Sports,50,3,150,France,Completed
INV001146,CUST01656,2022-07-25,Pillow,Home,35,1,35,USA,Completed
INV001147,CUST03466,2024-05-11,Business Guide,Books,35,4,140,USA,Completed
INV001148,CUST01752,2022-04-17,Running Shoes,Sports,110,1,110,USA,Completed
INV001149,CUST02251,2023-02-14,Python Book,Books,45,1,45,Germany,Completed
INV001150,CUST03115,2023-05-27,Dress,Fashion,110,4,440,USA,Completed
INV001151,CUST02959,2024-07-13,Jacket,Fashion,120,2,0,USA,Cancelled
INV001152,CUST02154,2023-11-02,Headphones,Electronics,150,3,450,Netherlands,Completed
INV001153,CUST02545,2024-03-16,T-Shirt,Fashion,25,1,0,Sweden,Cancelled
INV001154,CUST01364,2023-04-14,Jacket,Fashion,120,2,240,France,Completed
INV001155,CUST02756,2024-04-01,Blender,Home,60,1,60,Sweden,Completed
INV001156,CUST03323,2022-12-15,Smart Watch,Electronics,300,4,1200,United Kingdom,Completed
INV001157,CUST01485,2024-10-09,Jeans,Fashion,60,3,180,Netherlands,Completed
INV001158,CUST02564,2024-10-09,Running Shoes,Sports,110,5,550,Netherlands,Completed
INV001159,CUST01775,2023-08-03,Shoes,Fashion,90,2,180,France,Completed
INV001160,CUST02072,2023-08-18,Fiction Novel,Books,20,2,40,Netherlands,Completed
INV001161,CUST01351,2024-07-27,Running Shoes,Sports,110,3,330,United Kingdom,Completed
INV001162,CUST02570,2023-03-11,Tennis Racket,Sports,150,3,450,USA,Completed
INV001163,CUST03281,2022-07-15,Tablet,Electronics,500,2,1000,United Kingdom,Completed
INV001164,CUST03483,2023-12-27,Python Book,Books,45,1,45,USA,Completed
INV001165,CUST02560,2024-10-30,Bicycle,Sports,400,2,0,Germany,Cancelled
INV001166,CUST03377,2022-03-26,Blender,Home,60,5,300,Netherlands,Completed
INV001167,CUST02917,2023-11-26,Tablet,Electronics,500,5,2500,Netherlands,Completed
INV001168,CUST02066,2022-10-18,Coffee Maker,Home,80,2,160,United Kingdom,Completed
INV001169,CUST02476,2023-07-30,Vacuum,Home,350,5,1750,France,Completed
INV001170,CUST02282,2024-11-24,Jacket,Fashion,120,4,480,France,Completed
